0.010 0.040 0.65 14  3.6  -0.91 1.00   3.5 0.05 
0.007 0.044 0.65 17  2.5  -0.90 0.80  10.0 0.10 
0.008 0.024 0.80 17  2.3  -0.94 2.00   6.5 0.05 
0.007 0.032 0.65 14  3.8  -0.90 0.85   3.5 0.10 
0.008 0.040 0.70 16  1.7  -0.92 0.80   4.5 0.10 
0.008 0.020 0.80 15  0.9  -0.97 0.80  14.5 0.00 
0.024 0.036 0.70 17  1.7  -0.88 0.85   6.5 0.12 
0.009 0.030 0.80 17  1.1  -0.89 0.95 100.0 0.10 
0.013 0.036 0.80 18  1.5  -0.87 0.95   5.0 0.20 

